input_sentiment	prefix	generated_tweet
positive	get go post	get go post-rock, post-rock, post-rock, post-rock, post-rock, post-rock, post-rock, post-rock, post-rock, post-rock, post
positive	nancy cool cool go	nancy cool cool gooood  Anonymous 01/24/16 (Tue) 01:24:55 AM No. 92299 >>92298  I'm not sure if I'm supposed to be
positive	ewan robb like cheeky monkies	ewan robb like cheeky monkies, but with a more serious edge.  The first time I saw this, I was struck by the way the characters were drawn. The characters are drawn with a very fine, fine, fine
positive	juzzash hope ok mate	juzzash hope ok mate  juzzash hope ok mate  juzzash hope ok mate  juzzash hope ok mate  juzzash hope ok mate  juzzash hope ok mate
negative	day faint clearly	day faint clearly visible clearly discernible clearly audible clearly audible clearly perceived clearly perceived clearly perceived clearly perceived clearly perceived clearly perceived clearly perceived clearly perceived clearly perceived clearly perceived clearly perceived clearly perceived clearly perceived clearly perceived clearly perceived clearly perceived
positive	omg hot damn blister summer	omg hot damn blister summer! i love it! i love it! i love it! i love it! i love it! i love it! i love it! i love it! i love it! i love it
negative	tire mcfly work x	tire mcfly work xd  tire mcfly work xd  tire mcfly work xd  tire mcfly work xd  tire mcfly work xd  t
positive	june st tomorrow need go	june st tomorrow need go to the park and play some games. i think i will be there.  i think i will be there.  i think i will be there.  i think i will be
negative	theluma make today	theluma make today's world a better place.  The world's most powerful computer, the IBM PC, is now available for purchase.  The PC, which is the world's most powerful computer, is
negative	aughh drop technorati com	aughh drop technorati com  The first thing you'll notice about the new iPhone 6s and 6s Plus is that it's a lot smaller. The iPhone 6s Plus is a bit smaller than the iPhone 6,
negative	jerusha amy laree	jerusha amy laree  I'm a little confused. I'm not sure what to do. I'm not sure what to do. I'm confused. I'm not sure what to do. I'm confused.
positive	thank	thank you for the great service and great product. I ordered a new pair of shoes and they arrived in a week. I was very happy with them. I was very happy with the service and the product
negative	sooo look forward see dentist	sooo look forward see dentist  sooo look forward see dentist  sooo look forward see dentist  sooo look forward see dentist  sooo look forward see dentist  sooo look forward see dentist
positive	believe reeceemmitt leave early hope	believe reeceemmitt leave early hope for the future  believe in the future of the game  believe in the future of the game  believe in the future of the game  believe in the future
positive	new bridle bead	new bridle bead  new bridle bead  new bridle bead  new bridle bead  new bridle bead  new bridle bead  new bridle bead  new brid
negative	saw dead turtle side	saw dead turtle side down in pond  A dead turtle was found in a pond in the city of Tijuana, Mexico.  The turtle was found in the Tijuana Aquarium, according to the Tijuana
positive	anyways watch followers mine update	anyways watch followers mine update and see what happens.  i'm not sure if you guys have seen it, but the update is now live on the official site.  i'm not sure if you guys have seen
positive	tonight gay far	tonight gay farce  I'm not sure what the point of this is. I'm not sure what the point of this is. I'm not sure what the point of this is. I'm not sure
positive	headache	headache  Ahead of the next session, you may have a headache.  Ahead of the next session, you may have a headache.  Ahead of the next session, you
negative	sophie fair nuff boat upset	sophie fair nuff boat upset  I'm not sure if this is a joke or not, but I'm going to go out on a limb and say that this is a joke.  I'm not sure if this
positive	kissable thank janay raise	kissable thank janay raise your hand if you are a fan of the show.  I am a fan of the show and I have a lot of respect for the writers and the show. I have a lot of respect
positive	pool feet water	pool feet water feet  pool feet water feet  pool feet water feet  pool feet water feet  pool feet water feet  pool feet water feet  pool feet water feet  pool
positive	good morning wake	good morning wake up!  I'm so excited to be able to share this recipe with you today. I've been wanting to make this recipe for a while and finally got around to it. I've been
negative	butterfly first time really	butterfly first time really got me hooked on this game. I was a little disappointed that it was a little short, but it was still a great game. I was really hoping for a little more, but it was still
negative	annoy wait til	annoy wait til you read the rest of the story.  The first thing you'll notice is that the story is about a man who is a total asshole.  The second thing you'll notice is that
positive	nicw weather go	nicw weather gov't  nicw weather gov't  nicw weather gov't  nicw weather gov't  nicw weather gov't  nicw weather go
positive	bad ass weekend back work	"bad ass weekend back work  I'm back from a long weekend and I'm back to work. I'm back to work on my new book, ""Badass Weekend Back Work"" and I'm back to work on"
positive	hug kiss time	hug kiss time!  I'm so excited to share this recipe with you! I've been wanting to make this recipe for a while and finally got around to it! I've been wanting to make this recipe
negative	mylovestar hope guy fun	mylovestar hope guy funboy jimmy jimmy jimmy jimmy jimmy jimmy jimmy jimmy jimmy jimmy jimmy jimmy jimmy
negative	sg hot past days	sg hot past days  sg hot past days  sg hot past days  sg hot past days  sg hot past days  sg hot past days  sg hot past days  sg hot
positive	cb find male female lest	cb find male female lest male female male male male male male male male male male male male male male male male male male male male male male male male male male male male male male male male male male male male male male male
negative	work boooooooooo	work boooooooooooolooloolooloolooloolooloolooloolooloolooloolooloolooloolooloolooloolooloolooloolooloolooloolooloolooloolooloolooloolool
positive	joooo mistake sell	joooo mistake sellout  joooo mistake sellout  joooo mistake sellout  joooo mistake sellout  joo  joo  joo  joo
positive	wait update fiesta play	wait update fiesta playstation 4 xbox one xbox one xbox one xbox one xbox one xbox one xbox one xbox one xbox one xbox one xbox one xbox one xbox
negative	oh rain hard today sparkle	oh rain hard today sparkle  oh rain hard today sparkle  oh rain hard today sparkle  oh rain hard today sparkle  oh rain hard today sparkle  oh rain hard today sparkle
positive	hat get cancel well tonight	hat get cancel well tonight. i was hoping to see a good show tonight. i was hoping to see a good show tonight.  i was hoping to see a good show tonight. i was hoping to see a good
negative	macworld wonder know latest news	macworld wonder know latest news  The Macworld wonder know latest news  The Macworld wonder know latest news  The Macworld wonder know latest news  The Macworld wonder know latest news  The Mac
